Nome do filme,Diretor,Ano de lançamento,Língua,Sinopse,Link para a capa,Trailer
Five Nights at Freddy's - O Pesadelo Sem Fim,Emma Tammi,2023,en,"Enquanto passa sua primeira noite no trabalho, um problemático guarda de segurança da Pizzaria Freddy Fazbear logo percebe que não será uma tarefa fácil sobreviver ao seu primeiro turno.",https://image.tmdb.org/t/p/w500/1yUbmAiw2cUSpyXNIaiST7JzCtG.jpg,https://www.youtube.com/watch?v=h2lVX71L_3A
A Guerra do Amanhã,Chris McKay,2021,en,"Em 2051, a humanidade está perdendo uma guerra global contra uma espécie mortal de alienígenas. Para garantir a sobrevivência dos humanos, soldados e civis do presente são transportados para o futuro e se juntam à luta, entre eles Dan Forester, um pai de família determinado a salvar o mundo para sua",https://image.tmdb.org/t/p/w500/lWQ3hI78Az2RHfzDpEuvougqUz7.jpg,https://www.youtube.com/watch?v=1GB6NlUAU-w
Resistência,Gareth Edwards,2023,en,"Em meio a uma futura guerra entre a raça humana e as forças da inteligência artificial, Joshua, um endurecido ex-agente das forças especiais que lamenta o desaparecimento de sua esposa, é recrutado para caçar e matar o Criador, o indescritível arquiteto da IA avançada que desenvolveu uma arma mister",https://image.tmdb.org/t/p/w500/voSZpfKrqdZ53oRw9kng74LPs1s.jpg,https://www.youtube.com/watch?v=qhofqRs8ERg
Demon Slayer: Mugen Train - O Filme,外崎春雄,2020,ja,"Tanjiro Kamado, junto com Inosuke Hashibira, um garoto criado por javalis que usa uma cabeça de javali, e Zenitsu Agatsuma, um garoto assustado que revela seu verdadeiro poder quando dorme, embarca no Trem Infinito em uma nova missão com o Hashira de Fogo, Kyojuro Rengoku, para derrotar um demônio q",https://image.tmdb.org/t/p/w500/jlGL6yoyDTAZeVzqTfD9aU1tFnr.jpg,https://www.youtube.com/watch?v=e4yH53G6kM8
Guerra Civil,Alex Garland,2024,en,"Em um futuro não tão distante, quando uma guerra civil se instaura nos Estados Unidos, uma equipe pioneira de jornalistas de guerra viaja pelo país para registrar a dimensão e a situação de um cenário violento que tomou as ruas em uma rápida escalada, envolvendo toda a nação. No entanto, o trabalho ",https://image.tmdb.org/t/p/w500/3Use5sOQWXL3BvcaKqUH7eQ7I53.jpg,https://www.youtube.com/watch?v=KvTzVqizEh0
Adão Negro,Jaume Collet-Serra,2022,en,"Quase 5.000 anos depois de ter sido concedido com os poderes onipotentes dos deuses egípcios - e de ter sido preso, - Adão Negro se ergue de seu túmulo, pronto para trazer sua justiça ao mundo moderno.",https://image.tmdb.org/t/p/w500/soHjr03YMSe5uUMaEQEe1lC145O.jpg,https://www.youtube.com/watch?v=lROrY_3PmQA
The Old Guard,Gina Prince-Bythewood,2020,en,Quatro guerreiros com o dom da imortalidade protegem a humanidade há séculos. Mas seus misteriosos poderes viram alvo de ataque quando outra imortal entra em cena.,https://image.tmdb.org/t/p/w500/knfExByNW2jCwtmIuwYYxzPKpkm.jpg,https://www.youtube.com/watch?v=3I3_j00uvqo
O Protetor: Capítulo Final,Antoine Fuqua,2023,en,"Sentindo-se em casa no sul da Itália, o ex-agente Robert McCall logo descobre que seus novos amigos estão sob o controle dos chefes do crime local.  À medida que os acontecimentos se tornam mortais, McCall sabe o que tem de fazer: tornar-se o protetor dos seus amigos, enfrentando a máfia.",https://image.tmdb.org/t/p/w500/hoUy4y7JULoSyWryStY9XKpB3XY.jpg,https://www.youtube.com/watch?v=4dvYznqqqPo
Liga da Justiça de Zack Snyder,Zack Snyder,2021,en,"Determinado a garantir que o sacrifício final do Superman não foi em vão, Bruce Wayne alinha forças com Diana Prince com planos de recrutar uma equipe de metahumanos para proteger o mundo de uma ameaça de proporções catastróficas que se aproxima.",https://image.tmdb.org/t/p/w500/lsZ5dmMuvZVNMBrkozvJedujbgU.jpg,https://www.youtube.com/watch?v=1S5a4vcFumc
Luca,Enrico Casarosa,2021,en,"Ambientado na bela Riviera Italiana, este longa-metragem da Disney e da Pixar acompanha as aventuras do garoto Luca durante um verão inesquecível repleto de macarronadas, gelatos e passeios incríveis de motoneta ao lado de seu novo amigo Alberto. Mas um grande segredo ameaça colocar fim à diversão: ",https://image.tmdb.org/t/p/w500/m6Ockf2oYhxXoBIBaRLDwCOE410.jpg,https://www.youtube.com/watch?v=5ossqdC-kA8
Fale Comigo,Danny Philippou,2023,en,"Quando um grupo de amigos descobre como conjurar espíritos usando uma antiga mão embalsamada, eles ficam viciados na nova emoção. Até que um deles vai longe demais e abre a porta para o mundo espiritual.",https://image.tmdb.org/t/p/w500/7U3lC4YnHD8zpeoxbY6Hsj9jyeu.jpg,https://www.youtube.com/watch?v=OlDwEnTuNjY
Babilônia,Damien Chazelle,2022,en,"Durante a era de ouro de Hollywood, em Los Angeles da década de 1920, um jovem latino está determinado a conseguir uma carreira enquanto o cinema entra em fase de transição dos filmes mudos para produções com falas.",https://image.tmdb.org/t/p/w500/qZUmMxJbGmkIYwnS7qRfSOREmvC.jpg,https://www.youtube.com/watch?v=InwKWKV1QMI
O Esquadrão Suicida,James Gunn,2021,en,"Bem-vindos a Belle Reve, a prisão com a maior taxa de mortalidade dos Estados Unidos. É aqui que os piores supervilões são mantidos e onde eles fazem de tudo para sair, até mesmo se unir à misteriosa e supersecreta Task Force X. Qual a missão do dia? Reunir uma equipe de vilões, incluindo Sanguinári",https://image.tmdb.org/t/p/w500/wTS3dS2DJiMFFgqKDz5fxMTri.jpg,https://www.youtube.com/watch?v=bsvOMvwivY4
Eternos,Chloé Zhao,2021,en,"Após os eventos de ""Vingadores: Ultimato"", os Eternos, uma raça alienígena imortal criada pelos Celestiais que vivem em segredo na Terra há mais de 7000 anos, se reúnem após uma tragédia inesperada para proteger a humanidade de seus colegas malignos: os Deviantes.",https://image.tmdb.org/t/p/w500/mzezdUZEnpiUIlxpdyLO1R08Lqm.jpg,https://www.youtube.com/watch?v=PJza3ZaFeAU
Pobres Criaturas,Γιώργος Λάνθιμος,2023,en,"A jovem Bella Baxter é trazida de volta à vida pelo cientista Dr. Godwin Baxter. Querendo ver mais do mundo, ela foge com um advogado e viaja pelos continentes. Livre dos preconceitos de sua época, Bella exige igualdade e libertação.",https://image.tmdb.org/t/p/w500/iOdcXYSVzBgmBJzNIlIMOZ6fz0F.jpg,https://www.youtube.com/watch?v=9DEOJkmZLd8
Sorria,Parker Finn,2022,en,"Após testemunhar um acidente traumático e bizarro envolvendo um paciente, a Dra. Rose Cotter começa a vivenciar eventos assustadores que ela não consegue explicar.",https://image.tmdb.org/t/p/w500/uA1W98Qz9iRM2WJnnGGn2mZo6MT.jpg,https://www.youtube.com/watch?v=F_BZre3NPMM
Sing 2,Garth Jennings,2021,en,Buster Moon e seus amigos devem persuadir o recluso astro do rock Clay Calloway a se juntar a eles para a abertura de um novo show.,https://image.tmdb.org/t/p/w500/bamgEHSfZRMtFHkicCe9jgRad5P.jpg,https://www.youtube.com/watch?v=z0HBjiNDAfI
Assassinos da Lua das Flores,Martin Scorsese,2023,en,"Na década de 1920, em Oklahoma, o povo da tribo Osage começa a ser assassinado após petróleo ser descoberto sob suas terras. O mistério começa a ser investigado por uma organização que ficaria conhecida como FBI.",https://image.tmdb.org/t/p/w500/kBLMPD5BCmcrHKIhjZ86uWHZG5K.jpg,https://www.youtube.com/watch?v=LQ7hKRn6MJo
Jogos Vorazes: A Cantiga dos Pássaros e das Serpentes,Francis Lawrence,2023,en,"Anos antes de se tornar o tirânico presidente de Panem, Coriolanus Snow aos 18 anos vê uma chance de mudança de sorte quando é escolhido para ser mentor de Lucy Gray Baird, a garota tributo do empobrecido Distrito 12.",https://image.tmdb.org/t/p/w500/5LVmgxNMCWPVY0XtcAccm7rP6FW.jpg,https://www.youtube.com/watch?v=psF5B6jJBV4
Venom: Tempo de Carnificina,Andy Serkis,2021,en,"Em busca de seu próximo furo de reportagem, o jornalista Eddie Brock consegue uma entrevista exclusiva com Cletus Kasady, um assassino no corredor da morte, que descobre o segredo de Eddie e se torna o hospedeiro de Carnificina, um simbionte aterrorizante e ameaçador. Eddie e Venom precisam superar ",https://image.tmdb.org/t/p/w500/h5UzYZquMwO9FVn15R2eK2itmHu.jpg,https://www.youtube.com/watch?v=-BI6OOYqrxE
Trem-Bala,David Leitch,2022,en,"5 assassinos da máfia japonesa se encontram à bordo de um trem-bala que faz o trajeto entre as cidades Tóquio até Morioka com poucas paradas. Assim, a tensão entre esse grupo de habilidosos e mortais profissionais só aumentam quando eles descobrem a presença um do outro e começam a entrar em conflit",https://image.tmdb.org/t/p/w500/cXMeF0FUFe9n3Om9GzMqwYMQCgw.jpg,https://www.youtube.com/watch?v=GyrbDk-4QM8
A Morte do Demônio: A Ascensão,Lee Cronin,2023,en,"Duas irmãs distantes cujo reencontro é interrompido por demônios devoradores de carne que aparecem de repente, levando-as a uma batalha primal pela sobrevivência, enfrentando a versão mais assustadora que se possa imaginar de uma família.",https://image.tmdb.org/t/p/w500/8wHUr9x7OyXy9bocmX3eOlgOXs1.jpg,https://www.youtube.com/watch?v=4jdd6vkIvM8
Red: Crescer é Uma Fera,Domee Shi,2022,en,"Mei, de treze anos, está experimentando a estranheza de ser uma adolescente com uma reviravolta – quando ela fica muito animada, ela se transforma em um panda vermelho gigante.",https://image.tmdb.org/t/p/w500/p1W2ZfQKExZVZSG7ldUPzVwGKpr.jpg,https://www.youtube.com/watch?v=YeQoQNZq7wg
Os Croods 2: Uma Nova Era,Joel Crawford,2020,en,"A família Crood se muda para um lugar seguro, onde encontram seus novos vizinhos, os Bettermans. À medida que as tensões aumentam, uma nova ameaça impulsiona os dois clãs em uma aventura épica que os força a se unirem e sobreviverem juntos.",https://image.tmdb.org/t/p/w500/f7BIa9xIerwviSMsa9BEY28sC3Y.jpg,https://www.youtube.com/watch?v=_v0167X4n7M
Minions 2: A Origem de Gru,Kyle Balda,2022,en,"A continuação das aventuras dos Minions, sempre em busca de um líder tirânico. Dessa vez, eles ajudam um Gru ainda criança, descobrindo como ser vilão.",https://image.tmdb.org/t/p/w500/5SfrlDY8SUiG1HSTGxHfAiVUhdy.jpg,https://www.youtube.com/watch?v=4AYnrPoWcx8
Resgate,Sam Hargrave,2020,en,"Em Bangladesh, o mercenário Tyler Rake luta para sobreviver durante uma missão para resgatar o filho de um chefão do crime.",https://image.tmdb.org/t/p/w500/zxahunlqvMPWzUBd1XSRsGawdS9.jpg,https://www.youtube.com/watch?v=GMKKq_bYd0E
Ghostbusters: Mais Além,Jason Reitman,2021,en,"Uma mãe solteira resolve se mudar para uma pequena cidade do interior com seus filhos, e acaba descobrindo uma conexão com os Caça-Fantasmas originais e o que o seu avô deixou para trás como legado.",https://image.tmdb.org/t/p/w500/hwng2sUWBfiBoY1EBjOsWksCcnj.jpg,https://www.youtube.com/watch?v=g9NworqE7PM
Cruella,Craig Gillespie,2021,en,"Na Londres dos anos 70 em meio à revolução do punk rock, Estella, uma garota inteligente e criativa determinada a fazer um nome para si através de seus designs. Ela faz amizade com uma dupla de jovens ladrões e, juntos, constroem uma vida para si nas ruas de Londres. Um dia, o talento de Estella par",https://image.tmdb.org/t/p/w500/rRYNGhcAZlTfIUS7iFoF4H9iDbc.jpg,https://www.youtube.com/watch?v=rtuGB3nD5y0
Uncharted: Fora do Mapa,Ruben Fleischer,2022,en,"Nathan Drake e seu parceiro canastrão Victor ""Sully"" Sullivan embarcam em uma perigosa busca para encontrar o maior tesouro jamais encontrado. Enquanto isso, eles também rastreiam pistas que podem levar ao irmão perdido de Nathan.",https://image.tmdb.org/t/p/w500/qNAPgepJ4NHNA74ThVsxQEOUceJ.jpg,https://www.youtube.com/watch?v=R68xqaxgTSI
Soul,Pete Docter,2020,en,"Joe Gardner é um professor de música de ensino fundamental desanimado por não conseguir alcançar seu sonho de tocar no lendário clube de jazz The Blue Note, em Nova York. Quando um acidente o transporta para fora do seu corpo, fazendo com que ele exista em outra realidade na forma de sua alma, ele s",https://image.tmdb.org/t/p/w500/bzDAfXoqNAvWUe7uss2NE3BmRqy.jpg,https://www.youtube.com/watch?v=hWBxoH4-4yw
Indiana Jones e A Relíquia do Destino,James Mangold,2023,en,"Encontrando-se em uma nova era, aproximando-se da aposentadoria, Indy luta para se encaixar em um mundo que parece tê-lo superado. Mas quando os tentáculos de um mal muito familiar retornam na forma de um antigo rival, Indy deve colocar seu chapéu e pegar seu chicote mais uma vez para garantir que u",https://image.tmdb.org/t/p/w500/v9hytHJF57wcrfgbMSSWWVRnqQx.jpg,https://www.youtube.com/watch?v=VbEVNmAhYOg
Pânico,Tyler Gillett,2022,en,"Vinte e cinco anos após uma série de crimes brutais chocar a tranquila Woodsboro, um novo assassino se apropria da máscara de Ghostface e começa a perseguir um grupo de adolescentes para trazer à tona segredos do passado mortal da cidade.",https://image.tmdb.org/t/p/w500/oadFpqhJ26yxqIlYcGioZ2W3EHN.jpg,https://www.youtube.com/watch?v=i2XpvOmz5_U
Animais Fantásticos: Os Segredos de Dumbledore,David Yates,2022,en,"O professor Alvo Dumbledore sabe que o poderoso mago das trevas Gellert Grindelwald está se movimentando para assumir o controle do mundo mágico. Incapaz de detê-lo sozinho, ele pede ao magizoologista Newt Scamander para liderar uma intrépida equipe de bruxos, bruxas e um corajoso padeiro trouxa em ",https://image.tmdb.org/t/p/w500/ha2sRkoBLO3VZuEUvzlKJi0hCF3.jpg,https://www.youtube.com/watch?v=Ng-WDbNlaZs
Não! Não Olhe!,Jordan Peele,2022,en,"Depois da trágica morte de seu pai, o treinador de animais para produções de Hollywood, OJ, e sua irmã, Emerald, começam a ver fenômenos inexplicáveis em seu vasto rancho no sul da Califórnia, que leva eles por um caminho obsessivo enquanto tentam captar o mistério em filme.",https://image.tmdb.org/t/p/w500/eyOw2kAOad2MNVsjMFmfzavB51h.jpg,https://www.youtube.com/watch?v=AGdbfPDpv7Y
Que Horas Eu Te Pego?,Gene Stupnitsky,2023,en,"Uma jovem falida é contratada para namorar um adolescente introvertido e socialmente desajeitado, que está se preparando para a faculdade.",https://image.tmdb.org/t/p/w500/Ab2IX5DuY1ZAyFNGXh1MeUOzIGB.jpg,https://www.youtube.com/watch?v=V31wy0sny3M
Dungeons & Dragons: Honra Entre Rebeldes,John Francis Daley,2023,en,"Um ladrão charmoso e um grupo de aventureiros improváveis empreendem um assalto épico para recuperar uma relíquia perdida, mas as coisas dão perigosamente errado quando eles entram em conflito com as pessoas erradas.",https://image.tmdb.org/t/p/w500/mVY4DbjYc1hqHnhgJt8rtEqEgfU.jpg,https://www.youtube.com/watch?v=PtewyAANr34
Free Guy: Assumindo o Controle,Shawn Levy,2021,en,Um caixa de banco preso a uma entediante rotina tem sua vida virada de cabeça para baixo quando ele descobre que é personagem em um brutalmente realista vídeo game de mundo aberto. Agora ele precisa aceitar sua realidade e lidar com o fato de que é o único que pode salvar o mundo.,https://image.tmdb.org/t/p/w500/jXlGeLOg2RKHmV9CinVaIB4ijKU.jpg,https://www.youtube.com/watch?v=iLcwgsQ0V28
O Homem do Norte,Robert Eggers,2022,en,"No ano de 914, o príncipe Amleth testemunha o brutal assassinato de seu pai, Horvendill, por seu tio, Fjölnir, que também sequestra sua mãe. O menino foge, mas jura que voltará para vingar seu pai, salvar sua mãe e matar seu tio. Vinte anos depois, Amleth, agora um Viking, conhece uma vidente que o ",https://image.tmdb.org/t/p/w500/vJfLNvOMK1Ek7OvpKgBDSqH2kN1.jpg,https://www.youtube.com/watch?v=9SWnR2L6n0U
X: A Marca da Morte,Ti West,2022,en,"Em 1979, um grupo de jovens cineastas se propôs a fazer um filme adulto na zona rural do Texas, mas quando seus solitários e idosos anfitriões os pegam em flagrante, o elenco se vê lutando por suas vidas.",https://image.tmdb.org/t/p/w500/As5dKK7fLOlCyVwjqoW5pyiDz6D.jpg,https://www.youtube.com/watch?v=sIAvh4sfgEw
Tenet,Christopher Nolan,2020,en,"Armado com apenas uma palavra – Tenet – e lutando pela sobrevivência do mundo inteiro, o Protagonista viaja através de um mundo crepuscular de espionagem internacional em uma missão que irá desenrolar em algo para além do tempo real.",https://image.tmdb.org/t/p/w500/Ae0pbv4E6YfqfN3UjKWIfQSzP9v.jpg,https://www.youtube.com/watch?v=Bmw6VOj9igY
Matrix Resurrections,Lana Wachowski,2021,en,"Em um mundo de duas realidades — a vida cotidiana e o que está por trás dela —, Thomas Anderson terá que escolher seguir o coelho branco mais uma vez. A escolha, embora seja uma ilusão, ainda é a única maneira de entrar ou sair da Matrix, que é mais forte, mais segura e mais perigosa do que nunca.",https://image.tmdb.org/t/p/w500/9DT4WVqZqBEI9Kub18gZ3m1D89m.jpg,https://www.youtube.com/watch?v=Wg7V2_OBXwQ
Raya e o Último Dragão,Don Hall,2021,en,"Muito tempo atrás, humanos e dragões viviam juntos em harmonia no mundo de Kumandra. Mas a ameaça de uma força do mal fez com que os dragões se sacrificassem para salvar a humanidade. Agora, 500 anos depois, o perigo ressurge e a solitária guerreira Raya embarca em uma incrível jornada para encontra",https://image.tmdb.org/t/p/w500/yXrb84zJidCefyhTWHwo4yCDvwz.jpg,https://www.youtube.com/watch?v=Yh-XpUlDjJk
O Menu,Mark Mylod,2022,en,"Um casal viaja para uma ilha costeira para comer em um restaurante exclusivo onde o chef preparou um cardápio farto, com algumas surpresas chocantes.",https://image.tmdb.org/t/p/w500/rxNelQvAjOmNGUUHRujmsHiPEIh.jpg,https://www.youtube.com/watch?v=hyA7EY04snQ
Bad Boys Para Sempre,Adil El Arbi,2020,en,"Marcus Burnett agora é um inspetor e Mike Lowrey se encontra numa crise de meia-idade. Mas a dupla tem que se juntar novamente quando um mercenário albanês, cujo irmão foi capturado por eles, promete um bônus de vingança justamente quando eles estão prestes a se aposentar.",https://image.tmdb.org/t/p/w500/u3S3p3j0vL8lHrxTsgGzRQMCdzh.jpg,https://www.youtube.com/watch?v=jCCGGYvFjlw
Godzilla vs. Kong,Adam Wingard,2021,en,"Em uma época em que os monstros andam na Terra, a luta da humanidade por seu futuro coloca Godzilla e Kong em rota de colisão que verá as duas forças mais poderosas da natureza no planeta se confrontarem em uma batalha espetacular para as idades. Enquanto Monarch embarca em uma missão perigosa em te",https://image.tmdb.org/t/p/w500/teW53VSLdZMMSmkn5xBBowu3tEr.jpg,https://www.youtube.com/watch?v=kIET9yMABD8
